file_name,track_name,artist,lyrics
share_video_7339406908924890369_.mp3,Under The Sea (Marimba Version),Harry Goes Boom!,This song is an instrumental
share_video_7341319740234665223_.mp3,SkeeYee,Sexyy Red,"[Intro]
(
Tay Keith, fuck these niggas up
)
Skee-yee
(
DJ Meech, lil' bitch
)
Skee-yee
Skee-yee
Skee-yee
[Chorus]
If you see me and you tryna see what's up (Skee-yee)
He wanna fuck with me, then I'ma have him stuck (Skee-yee)
Bitch lookin' bad, and got a stupid butt (Skee-yee)
Jewelry on yo' wrist, fuck it, hold it up (Skee-yee)
When I holler, ""Skee-yee"" that mean pull up (Skee-yee)
Cars tinted five and they fast as fuck (Skee-yee)
I'm lookin' good when I'm hoppin' out that truck (Skee-yee)
Where the hood niggas at that get them bucks? (Skee-yee)
[Verse 1]
Benz clean, but we ridin' dirty (Yum)
Slidin' with your boo, yeah, that's my dirty (You know it)
My sister in the backseat with a .30 (Baow)
Niggas tryna shoot they shot, Stephen Curry (Swish)
Take a bitch nigga, show no mercy (Nope)
Do the pussy bitch dirty
She like ""Sexyy, why you hurt me?"" (I don't know)
Took him down off them Yerkys (Uh, uh, uh, uh)
When you with me, put that dick all up in my backside (Uh, uh, uh)
I'm a hood bitch sittin' courtside (I'm hood)
I'll show a pussy how this MAC ride
Lil' bitch, I'm from the Northside (Skee-yee)"
share_video_7341287201201835269_.mp3,You Suck,Yeastie Girlz,"[Verse 1]
I know you're really proud 'cause you think you're well hung
Well I think it's time you learn how to use your tongue
You say you want things to be even and you want things to be fair
But you're afraid to get your teeth caught in my pubic hair
If you're lying there expecting me to suck your dick
You're gonna have to give me more than just a token lick
Well, you may not like it but you better learn how
'Cause it's your turn now
[Chorus]
Now, you suck
Suck it hard
Go down, baby
You suck
Now lick it hard
And move your tongue around
[Verse 2]
If you're worried 'bout AIDS you can lower your risk
Yeah, by giving me that special cunnilingus kiss
'Cause it's on your face that I'm gonna sit
You can wiggle, you can jiggle your tongue on my clit
Don't worry about making me have an orgasm
Just take your time and do it with enthusiasm
I can tell it's making you scared just thinking of it
But you better learn to love it"
share_video_7314464633018944773_.mp3,BELLAKEO,Peso Pluma & Anitta,"[Letra de ""BELLAKEO""]
[Pre-Coro: Peso Pluma]
Salió de su casa con la mente encendida
Hoy discutió con el otro, me la dejó servida (
Servida
)
Ya llama de una para recogerla
""Plan B"" en la radio canta con sus nena'
Unos shots de clase azul y vamos directo al club
Porque ella solo quiere, eh
[Coro: Anitta &
Peso Pluma
]
Toa' la noche bellaqueo, bellaqueo, bellaqueo, bellaqueo
Bellaque-que-que-que-que-que-queo
Bellaqueo, bellaqueo, bellaqueo, bellaqueo
Bellaque-que-que-que-queo
Toa' la noche bellaqueo, bellaqueo, bellaqueo, bellaqueo
Bellaque-que-que-que-que-que-queo
Bellaqueo, bellaqueo, bellaqueo, bellaqueo
Bellaque-que-que-que-queo
[Refrán: Anitta]
(
Quedarme pegada
) Quedarme pegada en la pared
DJ, súbele al perreo (Perreo)
Me gusta que me den como es
[Verso 1: Anitta]
Y toa' la noche bellaqueo
Todo el mundo quiere acercarse a mí
Pero yo no quiero a nadie
Es que cuando tú lo mueve' así (Mueve' así)
El ambiente se pone peligroso pa' hacer fresquería'
Papi, tú 'tás duro, ya tú lo sabía' (Yeah, yeah, yeah)
Tú eres mucho más de lo que pedía (Pedía)
¿Quién diría que esta noche pasaría?"
share_video_7340022866655726890_.mp3,redrum (Mixed),21 Savage,"[Intro]
Cai, a noite sobre o nosso amor
Cai, e agora só restou do amor
Uma palavra: Adeus
Woah, woah, woah
[Chorus]
Want it all, I won't leave a breadcrumb
Bitch, what? I thought a nigga said somethin’
Thought a nigga said somethin'
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
Nigga, all we know is— (Redrum)
[Verse 1]
Ridin' in the back, it’s a May' (It's a May')
Thirty-two shots in the K (In the K)
Marathon, I really run the A (Run the A)
Say you touched me, how, Sway? (How, Sway?)
Graveyard, that's where the opps stay (Opps stay)
Hypnotize, they do what I say (What I say)
21, niggas don't play (Don't play)
My Glock Gen5 said hey (Said hey)
Take my choppеr everywherе, that's bae (That’s bae)
Get yo’ ass out the car, you givin' Tre (Givin’ Tre)
We been spinnin' through they hood all day (All day)
Niggas say they outside, okay, okay
I can't let a bitch play me, no way (No way)
You a duck if you believe what hoes say (What hoes say)
She got way more bodies than my old K (Old K)
My lil' brother beat his body, OJ (OJ)
Niggas talkin’ 'bout they lit, I'm La Flame (Pussy)
That lil' boy a mascot, he ain't gang (Pussy)
Watch a half a million dollars and it's plain (Pussy)
I don't go through TSA to get on planes (Pussy)
You get pussy without head, then you lame (Pussy)
She knew I was leavin' 'fore I even came (Pussy)
Two revolvers on my waist, John Wayne (Pussy)
Smack niggas, then I get on Live and sing (Yeah)"
share_video_7336034739452677406_.mp3,Sparks,Coldplay,"[Verse 1]
Did I drive you away?
I know what you'll say
You say, ""Oh, sing one you know""
But I promise you this
I'll always look out for you
Yeah, that's what I'll do
[Chorus]
I say, oh
I say, oh
[Verse 2]
My heart is yours
It's you that I hold onto
Yeah, that's what I do
And I know I was wrong
But I won't let you down
Oh yeah I will, yeah I will, yes I will
[Chorus]
I said, oh
I cry, oh
[Bridge]
Yeah, I saw sparks
Yeah, I saw sparks
And I saw sparks
Yeah, I saw sparks"
share_video_7326915014483283246_.mp3,Poker Face,Lady Gaga,"[Intro]
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
[Verse 1]
I wanna hold 'em like they do in Texas, please (Woo)
Fold 'em,
let 'em hit me, raise it, baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart
[Pre-Chorus]
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
[Chorus]
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)"
share_video_7341732028221574433_.mp3,Mount Everest,Labrinth,"[Verse 1]
Mount Everest ain't got shit on me
Mount Everest ain't got shit on me
'Cause I'm on top of the world
I'm on top of the world, yeah
Burj Dubai ain't got shit on me
You could touch the sky but you ain't got shit on me
'Cause I'm on top of the world
I'm on top of the world, yeah
[Chorus]
Woop
Woop
Woop
Woop, woop, woop
Woop
Woop
Woop
So high, so high
Huh
Woop
Woop, ah
Woop
Woop, woop, woop
Woop
Woop
Woop
So high, so high"
share_video_7339522456551476486_.mp3,What You Won't Do for Love,Bobby Caldwell,"[Verse 1]
I guess you wonder where I've been
I searched to find a love within
[Refrain]
I came back to let you know
Got a thing for you and I can't let go
[Verse 2]
My friends wonder what is wrong with me
Well, I'm in a daze from your love, you see
[Refrain]
I came back to let you know
Got a thing for you and I can't let it go
[Pre-Chorus]
Some people go around the world for love
But they may never find what they dream of
[Chorus]
What you won't do, do for love
You've tried everything, but you don't give up
In my world, only you
Make me do for love what I would not do"
share_video_7336489079967632672_.mp3,TEXAS HOLD 'EM (PONY UP REMIX),Beyoncé,"[Chorus]
This ain't Texas (Woo)
Ain't no hold 'em (Hey)
So lay your cards down, down, down, down
So park your Lexus (Woo)
And throw your keys up (Hey)
Stick around, 'round, 'round, 'round, 'round (Stick around)
And I'll be damned if I can't slow dance with you
Come pour some sugar on me, honey, too
It's a real-life boogie and a real-life hoedown
Don't be a bitch, come take it to the floor now, woo, ha (Woo)
[Verse 1]
There's a tornado (There's a tornado)
In my city (In my city)
Hit the basement (Hit the basement)
That shit ain't pretty (That shit ain't pretty)
Rugged whiskey (Rugged whiskey)
'Cause we survivin' ('Cause we survivin')
Off red-cup kisses, sweet redemption, passin' time, yeah
[Pre-Chorus]
Ooh, one step to the right
We headin' to the dive bar we always thought was nice
Ooh, you run to the left
Just work me in the middle, boy, I can't read your mind"
share_video_7340712740064922913_.mp3,Time to Pretend,MGMT,"[Verse 1]
I'm feelin' rough, I'm feelin' raw
I'm in the prime of my life
Let's make some music, make some money
Find some models for wives
I'll move to Paris, shoot some heroin
And fuck with the stars
You man the island and the cocaine
And the elegant cars
[Pre-Chorus 1]
This is our decision, to live fast and die young
We've got the vision, now let's have some fun
Yeah, it's overwhelming, but what else can we do?
Get jobs in offices and wake up for the morning commute?
[Chorus]
Forget about our mothers and our friends
We're fated to pretend
To pretend
We're fated to pretend
To pretend
[Verse 2]
I'll miss the playgrounds
And the animals and diggin' up worms
I'll miss the comfort of my mother
And the weight of the world
I'll miss my sister, miss my father
Miss my dog and my home
Yeah, I'll miss the boredom and the freedom
And the time spent alone"
share_video_7340835370520759595_.mp3,Paranoia,KENTENSHI,"[Intro]
Aa, kimi no, kimi no, kimi no, koe-ga
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi
Kizutsukenaide
[Chorus]
Aa, kimi no, kimi no, kimi no, koe-ga
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi
Kizutsukenaide
Aa, kimi no, kimi no, kimi no, koe-ga
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi
Kizutsukenaide
[Bridge]
Aa-aa-aa-aa
No-oo-oo-oo
No-oo-oo-oo
No, koe-ga
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi-tooi
Tooi-tooi-tooi-tooi
Kizutsukenaide"
share_video_7340759968083152171_.mp3,Rose's Turn (Glee Cast Version),Glee Cast,"Rachel:
Don't tell me not to live, just sit and putter
Life's candy and the sun's a ball of butter
Don't bring around a cloud to rain on my parade
Don't tell me not to fly, I've simply got to
If someone takes a spill, it's me and not you
Who told you you're allowed to rain on my parade?
I'm marching my band out, I'm beating my drum
And if I'm fanned out, your turn at bat, sir
At least I didn't fake it, hat, sir
I guess I didn't make it
But whether I'm the rose of sheer perfection
A freckle on the nose of life's complexion
The cinder or the shiny apple of its eye
I gotta fly once, I gotta try once
Only can die once, right, sir?
Oh, life is juicy, juicy and you see
I've gotta have my bite, sir
Get ready for me love, 'cause I'm a ""comer""
I simply gotta march, my heart's a drummer
Don't bring around the cloud to rain on my parade"
share_video_7340776174177635617_.mp3,Yo Voy (feat. Daddy Yankee),Zion & Lennox,"[Letra de ""Yo Voy"" ft. Daddy Yankee]
[Intro: Daddy Yankee]
Uh-jah
Uh-jah (Daddy)
Uh-jah (Zion & Lennox)
Uh-jah (You know how we do, man)
Uh-jah (Let's do this)
Uh-jah (Come on)
Uh-jah (Daddy, Daddy)
[Coro: Zion,
Daddy Yankee
]
Ella hace todo por seducirme
Y yo voy, voy, voy
Haciendo lo que ella me pide
Y yo voy, voy, voy
Porque fue la que siempre quise
Y yo voy, voy, voy
Si estoy con ella no es un crimen
Y yo voy, voy, voy
Ella hace todo por seducirme
(Daddy)
Y yo voy, voy, voy
Haciendo lo que ella me pide
(Daddy)
Y yo voy, voy, voy
Porque fue la que siempre quise
(Come on)
Y yo voy, voy, voy
Si estoy con ella no es un crimen
(Daddy)
Y yo voy, voy, voy"
share_video_7326986360508697886_.mp3,TALKING (feat. North West),"¥$, Kanye West & Ty Dolla $ign","[Part I: TALKING]
[Chorus: James Blake]
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
[Verse: North West,
James Blake
]
I love it here
We gonna take over the year for another year
It's your bestie, Miss, Miss Westie
Don't tryna test me
It's gonna get messy
It's gonna get messy
Just, just bless me
Bless me (
Talking
)
It's your bestie, Miss, Miss Westie (
Talking
)
Just tryna bless me (
Talking
)
Just bless me, bless me (
Talking
)
[Chorus: James Blake]
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
You don't want no problems, you just—
(Talking)
(Talk)"
share_video_7330776396173675818_.mp3,Morning Ride,Fiji,"Whoa now now now
Come here closer den
Whoa now now now now
Come here closer den
Whoa now now now now
Come here closer den
[Verse 1]
Enter me gates round 9
Girl you lookin pretty and you know you're so fine
What you're doing to me is just like fine wine
Getting much sweeter as we pass by the time
Oh no catch me when me lookin in me bedroom eyes
And you want fa slowly rub me pon' me thighs, oh
[Chorus]
Give me da ride
Give me da morning ride
Any ting you want fa do I will abide
All your secrets I will confide
Only you and me will know da time
Come, me love da way you touch and caress
It's a shame for me fa unbutton your dress
Give me da ride
Give me da morning ride
Any ting you want fa do I will abide
All your secrets I will confide
Only you and me will know da time
Come, me love da way you touch and caress
It's a shame for me fa unbutton your dress"
share_video_7338706784019926274_.mp3,Fluxxwave (Lay With Me) - Slowed + Reverb,The Dive & Clovis Reyes,This song is an instrumental
share_video_7312176267716005150_.mp3,Confidence,Ocean Alley,"[Chorus]
It's all about confidence, baby
And she was a confident lady
And I know she's driving me crazy
And after all this, I know she'll probably hate me
[Bridge]
Well, I should've said this, and I should've said that
But all that I know now
[Chorus]
It's all about confidence, baby
And she was a confident lady
And I know she's driving me crazy
And after all this, I know she'll probably hate me
[Post-Chorus]
Well, I think she knows, well, I think she knows
She's making me nervous, she's making me nervous
I think she knows, well, I think she knows
That she's out of my league
[Chorus]
'Cause it's all about confidence, baby
And she was a confident lady
And I know she's driving me crazy
And after all this, I know she'll probably hate me"
share_video_7330127723295264043_.mp3,Call Me Maybe,Carly Rae Jepsen,"[Verse 1]
I threw a wish in the well
Don't ask me, I'll never tell
I looked to you as it fell
And now you're in my way
I trade my soul for a wish
Pennies and dimes for a kiss
I wasn't looking for this
But now you're in my way
[Pre-Chorus]
Your stare was holdin'
Ripped jeans, skin was showin'
Hot night, wind was blowin'
Where you think you're going, baby?
[Chorus]
Hey, I just met you and this is crazy
But here's my number, so call me, maybe
It's hard to look right at you, baby
But here's my number, so call me, maybe
Hey, I just met you and this is crazy
But here's my number, so call me, maybe
And all the other boys try to chase me
But here's my number, so call me, maybe"
share_video_7322914337629211936_.mp3,Get Into It (Yuh),Doja Cat,"[Intro]
Yeah, ayy
Ha, ayy, yeah
[Chorus]
They say I just got a buck, uh
Get into it, yuh
Pop out with a truck, ha
Get into it, yuh (Yuh)
If you go to church
I said get into it, yuh
If she ain't got a butt
Nah, fuck it, get into it, yuh
And I say I just got a buck
Get into it, yuh
Pop out with a truck
Get into it, yuh
If you go to church
Get into it, yuh
If she ain't got a butt
Fuck it, get into it, yuh
[Verse 1]
Yeah, you just wanna party, you just wanna lap dance
You just wanna pop up on these clowns like you're the Batman
You just wanna ball out in designer with your best friends
You don't wanna talk no more about it in the past tense
Get me out my zone, I'm just talkin' comfort, shawty
I ain't give you nothin' you could come for, shawty
I got plenty things you make a run for, shawty
Call him Ed Sheeran, he in love with my body"
share_video_7342584354205355310_.mp3,L.A.LOVE (La la) [feat. YG],Fergie,"[Produced by DJ Mustard]
[Intro: Fergie]
(La la la la la)
(La la la la la)
(La la la la la)
(La la la la la)
[Verse 1: Fergie]
Uh, tell 'em where I'm from
Finger on the pump, make the six straight jump from SoCal
Hollywood to the slums
Chronic smoke get burnt by the California sun
On the west side, east coast where you at?
Just got to New York like a net on a jet
To London, to Brazil, to Quebec
Like the whole damn world took effect to Ferg
Tell 'em
[Pre-Chorus: Fergie]
Laid back, slow down
Better represent when we come to your town
So lay back, slow down
Whatchu represent when we come to your town
Say, get in with the business
I'ma be there in a minute
I just booked a Paris ticket
Thinking Russia need a visit
I'ma run it to the limit
And be on my way to Venice
[Chorus: Fergie]
L.A. got the people saying (la la la la la)
Brooklyn saying (la la la la la)
Hacienda saying (la la la la la)
Vegas saying (la la la la la)
Rio saying (la la la la la)
Tokyo saying (la la la la la)
Down under saying (la la la la la)
Miami saying (la la la la la)
Jamaica
[Post-Chorus: Fergie]
Every city, every state, every country you know
All around the globe
Every city, every state, every country you know
This is how it goes
[Verse 2: Fergie]
Uh, tell 'em where I'm at
From the plaques to the (uh uh)
Everything fat
Got Mustard on a track
My girls all stack
When I roll down the window, let me know where you're
Atlanta, north-south cack a lack
Texas grill, Cadillacs through Miami then back
To London, Jamaica, then France
The whole damn world took effect to Ferg
Tell 'em
[Pre-Chorus: Fergie]
Laid back, slow down
Better represent when we come to your town
So lay back, slow down
Whatchu represent when we come to your town
Say, get in with the business
I'ma be there in a minute
I just booked a Paris ticket
Thinking Russia need a visit
I'ma run it to the limit
And be on my way to Venice
Get in with the business
When I come from Kansas City
Hit Manila till it's Christmas
Out to India I'll visit
Puerto Rico is exquisite
Bring my people back to Venice
[Chorus: Fergie]
L.A. got the people saying (la la la la la)
Moscow saying (la la la la la)
España (la la la la la)
Kingston saying (la la la la la)
San Diego saying (la la la la la)
Chi town saying (la la la la la)
Germany saying (la la la la la)
La Puente saying (la la la la la)
Ibiza"
share_video_7313436359119621419_.mp3,1 Thing,Amerie,"[Intro]
Woo!
Uh
Woo!
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na
[Verse 1]
Oh, been trying to let it go
Trying to keep my eyes closed
Trying to keep it just like before
The times we never even thought to speak
Don't wanna tell you what it is
Ooh-wee, it felt so serious
Got me thinking just too much
I wanna set it off, but
[Chorus]
It's this one thing that got me trippin'
It's this one thing that got me trippin' (You did)
This one thing, your soul made me feelin'
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that caught me slippin'
It's this one thing, I want to admit it (You did)
This one thing and I was so with it
It's this one thing you did, oh-oh-oh-oh-oh"
share_video_7310268978365009185_.mp3,Surround Sound (feat. 21 Savage & Baby Tate),JID,"[Part I]
[Intro: Aretha Franklin]
I know I can't afford to stop for one moment
That it's too soon to for—
[Chorus: JID &
Aretha Franklin
]
Push the fuckin' pack off of the porch or break a pound down
Get this strap, if it happen to blow, it make surround sounds
Pussycat on my lap, push it back and go to town down (Oh, oh, woah)
Puttin' rap on my back, and I'm black and snatchin' crowns (Uh, woah, shit)
[Verse 1: JID &
Aretha Franklin
]
I done came back around
Like a nigga sellin' crack in pounds
I got a bag now, but it's nothing to brag 'bout
Gun blast in the background
(Doo-doo-doo, doo-doo-doo-doo)
I'm a black man with the bloodhounds
MAC-10 makin' love sounds
To a bad chick, she from Uptown
I'm from down South, not a loudmouth
(
Can't you see?
)
We can fuck around (Woah, shit, woah)
Hit the music, baby, cut it down (Woah, shit, woah)
Hit a doobie while you do me indubitably (Woah)
I feel like I'ma bust now
(Woah, shit, woah)
I feel like a bust down (Woah, shit, woah)
When I shine bright,
blind niggas is up now (Woah, shit, woah, shit)
In the cut, big black truck, pack sacked up (Woah, shit, woah, shit)
You can pick it up now, nigga, fuck it, okay (Woah, shit, ow, okay, ayy)"
share_video_7343443277103992110_.mp3,Your Love Is My Drug,Kesha,"[Verse 1]
Maybe I need some rehab
Or maybe just need some sleep
I got a sick obsession
I'm seein' it in my dreams
I'm lookin' down every alley
I'm makin' those desperate calls
I'm stayin' up all night hopin'
Hittin' my head against the wall
[Pre-Chorus]
What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind
[Chorus]
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
[Verse 2]
Won't listen to any advice
Momma's tellin' me I should think twice
But left to my own devices
I'm addicted, it's a crisis
My friends think I've gone crazy
My judgment's gettin' kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead"
share_video_7320343822997687584_.mp3,SexyBack,Justin Timberlake & Timbaland,"[Verse 1: Justin Timberlake &
Timbaland
]
I'm bringin' sexy back
(Yeah)
Them other boys don't know how to act
(Yeah)
I think it's special, what's behind your back?
(Yeah)
So turn around and I'll pick up the slack
(Yeah)
Take it to the bridge, c'mon
(Listen)
[Pre-Chorus: Justin Timberlake &
Timbaland
]
Dirty babe
(Uh-huh)
You see these shackles, baby, I'm your slave
(Uh-huh)
I'll let you whip me if I misbehave
(Uh-huh)
It's just that no one makes me feel this way
(Uh-huh)
Take it to the chorus
[Chorus: Timbaland &
Justin Timberlake
]
Come here, girl
(Go 'head, be gone with it)
Come to the back
(Go 'head, be gone with it)
VIP
(Go 'head, be gone with it)
Drinks on me
(Go 'head, be gone with it)
Let me see what you're twerkin' with
(Go 'head, be gone with it)
Look at those hips
(Go 'head, be gone with it)
You make me smile
(Go 'head, be gone with it)
Go 'head, child
(Go 'head, be gone with it)
And get your sexy on
(Go 'head, be gone with it)
Get your sexy on
(Go
'head, be gone with it)
Get your sexy on
(Go 'head, be gone with it)
Get your sexy on
(Go 'head, be gone with it)
Get your sexy on, ha
(Go 'head, be gone with it)
Get your sexy on
(Go 'head, be gone with it)
Get your sexy on
(Go 'head, be gone with it)
Get your sexy on"
share_video_7324359886584712481_.mp3,Reflections,Toshifumi Hinata,This song is an instrumental
share_video_7327633411722628398_.mp3,Fourth of July,Sufjan Stevens,"[Verse 1]
The evil, it spread like a fever ahead
It was night when you died, my firefly
What could I have said to raise you from the dead?
Oh, could I be the sky on the Fourth of July?
[Chorus 1]
""Well, you do enough talk
My little hawk, why do you cry?
Tell me, what did you learn from the Tillamook burn?
Or the Fourth of July?
We're all gonna die""
[Verse 2]
Sitting at the bed with the halo at your head
Was it all a disguise, like junior high?
Where everything was fiction, future, and prediction
Now, where am I? My fading supply
[Chorus 2]
""Did you get enough love, my little dove?
Why do you cry?
And I'm sorry I left, but it was for the best
Though it never felt right
My little Versailles"""
share_video_7331944271223754026_.mp3,Dumptruck,Kinfolk Thugs,"[Intro]
Ah-where they at?
(K-K-K-Kin Folk Thugs)
(Hey, hey) I love the way you work it
(Hey, hey) I love the way you work it
Right about now
(Hey, hey) I love the way you work it
This where all the fine ladies take the floor
(Hey, hey) I 'm talkin' 'bout that dump truck
Let me see that dump truck, baby
(
Hey, ladies
)
Now, don't worry bout' it, some dump trucks bigger than others
(
You, you drive me crazy
) It ain't the size of that thang
It's how you dump that dump truck
You know what I'm talkin' 'bout?
[Chorus]
I'm talkin' 'bout that dump truck (C'mon)
Now back it up and dump it (
Hey, ladies
)
Back it up and dump it on me
Back it up and dump it
Back it up and dump it on me
Back it up and dump it
(
You, you drive me crazy
)
Back it up and dump it on me
Back it up and dump it
I'm talkin' 'bout that dump truck"
share_video_7334853625367317793_.mp3,Toy Story: You've Got a Friend In Me,Geek Music,"[Verse 1]
You've got a friend in me
You've got a friend in me
When the road looks rough ahead
And you're miles and miles from your nice warm bed
You just remember what your old pal said
Boy, you've got a friend in me
Yeah, you've got a friend in me
[Verse 2]
You've got a friend in me
You've got a friend in me
You've got troubles, and I've got 'em, too
There isn't anything I wouldn't do for you
We stick together and we see it through
'Cause you've got a friend in me
You've got a friend in me
[Bridge]
Some other folks might be a little bit smarter than I am
Bigger and stronger too, maybe
But none of them will ever love you the way I do
It's me and you, boy
[Verse 3]
And as the years go by
Our friendship will never die
You're gonna see, it's our destiny
You've got a friend in me
You've got a friend in me
You've got a friend in me"
share_video_7323031521504431406_.mp3,Sweetest Pie,Megan Thee Stallion & Dua Lipa,"[Intro: Dua Lipa]
(
Mano
)
You've never been to Heaven, have you?
(
OG Parker
)
[Chorus: Dua Lipa &
Megan Thee Stallion
]
Ooh, this the ride of your life
Hold on 'cause, baby, I might
I might just give you a bite of the sweetest pie (
Yeah, yeah, yeah, ah
)
Ooh, baby, we can go fast
I'll drive and you just lay back
I got the flavour that lasts, yeah, the sweetest pie (
Uh-huh, uh-huh
)
I might take you home with this, I might give you all of it (
Yeah
)
Come get your dose of the sweetest pie
Ooh, this the ride of your life
Hold on 'cause, baby, I might
I might just give you a bite of the sweetest pie (
Uh-huh, uh-huh
)
[Verse 1: Megan Thee Stallion]
Baby, I'm the sweetest, pussy is the meanest (Yeah)
Hot girl shit, but I'm cold every season (But I'm)
Know he got that pipe, let him bust it 'til it's leakin' (Yeah, mwah)
Booty like a pillow, he can use it while he's sleepin' (Look)
Don't be goin' through my phone 'cause that's the old me (Old me)
Ain't the only one tryna be my one and only (Tryna)
Real thick, movin' slow, that body like codeine
He a player, but for Megan, he cuttin' the whole team (Hey, hey, hey, hey)
That body lookin' nice (Lookin' nice)
I got cake and I know he want a slice
I wish a nigga would try to put me on ice (Brrr)
I ain't never had to chase dick in my life (Dick in my life)
I like that nasty, that freaky stuff (Freaky stuff)
Slip under my bed and keep me up (Hey)
That Hansel and Gretel, let him eat me up (Ah)
Uh, uh, uh, uh, uh"
share_video_7331680039223708933_.mp3,Donk,Beyoncé,"[Verse]
As we sip champagne, watchin' Purple Rain
Body’s insane, how could you complain?
Plus, I know you love my personality
I think I wanna go back to school, and have my locker full of pictures of you
So give me that ""A"" in biology, I'm graduatin' soon
Mmm, it’s something 'bout that look you give me
Makin' me feel that young love inside
Mmm, it's something 'bout that feelin' you give me
I can't resist them butterflies
Mmm, you need a woman holdin' you down
Whenever, wherever, however, whatever, I’ll be right by your side
See I just wanna love ya, boy, if you don’t mind
Just kickin' this little game of mine
[Pre-Chorus]
And he said, ""Girls don’t dance no more, all they do is this""
(
Twerk sumn, twerk sumn, twerk sumn, twerk sumn, twerk sumn
)
Said, ""Girls don't dance no more, all they do is this""
(
Twerk sumn, twerk sumn, twerk sumn, twerk sumn, twerk sumn
)
No more slow jams, no more R&B
No more makin' love in between the sheets
See, ""Girls don't dance no more, all they do is this"" (
Twerk sumn
)
(Key, donkey, donk, key, donkey, donk)
[Chorus]
Donkey, donkey, donkey, donkey, donk’
Donkey, donkey, donkey, donkey, donk'
Donkey, donkey, donkey, donkey, donk'
Donkey, donkey, donkey, donkey, donk'"
share_video_7323574076390362370_.mp3,Never Lose Me (Mixed),Flo Milli,"[Intro: Flo Milli]
Never had a bitch like me in your life
You ain't never had a bitch like me in your life, uh
Never had a bitch like me in your life
You ain't never had a bitch like me in your life (Yeah)
[Verse 1: Flo Milli]
He speed in the Wraith while his hand on my coochie (Yeah)
He touchin' Emilio Pucci (Uh)
Doin' good, bitch, I'm Gucci (I'm good)
Fly to Asia, he feedin' me sushi (Ooh)
When we fuckin', it feel like a movie
Raw bitch, ain't never been a groupie
Stiff on a ho, I like my nigga bougie (Yeah)
Tell me you don't nevеr wanna lose me
[Chorus: Flo Milli]
Tell mе you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me
Tell me you don't never wanna lose me (Lose me)
Tell me you don't never—
[Verse 2: Flo Milli]
Keep me a Haitian, I love me a Zoe
I've been thinkin' 'bout you on the road
We havin' rich sex on a boat
He hit it back to back like it's dope (Like it's dope)
How you gon' prove you could treat me right?
You stole my heart like a thief in the night
Yeah, he my man, he was never your type
If you try me, ho, it's on sight
He totin' the Uzi, but he actin' real bougie (Bougie, yeah)
I like to fight over dick, ho, don't get hit with the two-piece (Two-piece)
You know you can call if you need me
Tell me you ain't never ever leavin' (No)
When I suck it, I look in your eyes (Yeah)
You better fuck me like you mean it (Fuck me like you mean it)"
share_video_7319269139707612449_.mp3,Twelfth Street Rag,Sage Guyton & Jeremy Wakefield,This song is an instrumental
